distinct_id,reg_date,first_pay_time,last_month_total_pay,killer_game_num,killer_game_duration,killer_with_friend_num,friend_num,dia_amount,killer_diamond,gift_amount
41030705,2017-11-30 02:06:24,2018-01-27 21:23:00.903,3456,55,178.112,55,29,34560,30,29430
83182170,2017-04-15 21:21:00,2019-05-25 16:55:20.48,6008,25,109.876,2,31,60083,,3006
97426118,2018-05-06 10:41:12,2020-03-02 20:51:35.545,1358,1,2.769,,7,13286,,11
132286931,2020-07-24 23:15:18,2020-08-02 17:22:46.447,5604,12,28.444,12,16,56041,,4730
20937561,2019-07-30 21:14:54,2020-02-01 00:29:16.134,2907,36,119.439,30,11,28344,,1356
45728126,2017-05-15 16:14:00,2017-06-18 16:19:46.825,7255,7,17.230,7,13,77780,,40517
14101559,2017-02-24 22:51:00,2017-09-14 12:12:59.47,6839,3,11.451,3,20,65806,,7410
86749382,2019-06-25 18:52:39,2019-06-29 18:14:23.145,1346,896,5268.036,867,26,13453,310,2
15292466,2017-08-26 18:28:00,2019-05-07 16:08:28.995,2470,1,5.197,,42,24500,,2956
93719158,2019-12-23 19:26:35,2020-01-21 22:50:13.421,7864,17,60.478,,97,78507,80,25659
110086021,2020-10-04 06:07:18,2020-11-07 21:36:59.642,8658,2,3.197,2,64,86303,,60221
98216178,2018-09-22 18:03:21,2020-12-18 17:53:30.182,2027,95,388.369,72,41,20350,189,3170
10587940,2019-04-28 19:55:23,2019-08-07 00:57:27.489,2213,2,5.181,,143,22137,,26
110948867,2020-08-10 16:02:49,2020-08-12 11:39:29.468,6971,60,183.997,5,34,69710,,29
64265229,2017-06-13 22:04:00,2017-06-25 13:08:29.129,11428,3,8.376,,41,116200,,37155
37732000,2017-03-07 11:57:00,2017-08-19 11:50:51.516,9994,48,228.075,18,49,97769,,43026
149332171,2020-06-23 01:25:33,2020-06-24 14:46:55.016,10128,7,19.964,1,35,105222,,63876
26315260,2017-03-26 22:37:00,2017-05-06 18:59:29.339,2264,12,31.399,10,55,22610,,19801
75670579,2018-01-18 22:53:38,2018-02-27 15:08:40.39,2468,4,15.362,,18,24684,,4
77241170,2017-04-06 12:02:00,2019-08-19 22:00:07.663,8024,3,11.773,,15,80155,,65912
44297678,2019-06-28 16:20:13,2019-07-10 00:57:11.514,5212,68,113.638,56,25,52110,,37592
40871604,2017-03-19 14:48:00,2017-09-27 12:09:29.828,3269,81,498.871,,29,33688,85,1615
38150558,2018-09-24 01:58:02,2020-02-27 21:03:18.802,2892,254,962.996,154,46,27195,,5670
94304326,2017-06-21 23:27:00,2017-06-23 23:25:48.079,6878,6,41.262,5,164,68721,,57560
52407461,2019-04-22 15:17:21,2020-02-27 09:23:04.915,1381,2,5.686,,31,13810,,11112
144292985,2020-11-26 04:43:32,2020-12-01 02:59:31.159,3730,28,158.653,14,69,37465,,32534
23294609,,2020-02-07 12:41:58.997,5986,28,170.661,,7,58949,,52089
118855583,2020-09-15 17:26:12,2020-09-15 17:28:42.429,10562,102,513.924,10,83,105624,,69777
45606316,2017-11-17 20:21:00,2019-01-15 00:21:08.506,7968,3,7.253,,74,79835,,66971
88380714,2018-12-29 12:46:28,2019-02-17 20:32:38.036,4117,68,271.413,34,41,41185,,2610
70139792,2017-04-15 01:47:00,2017-04-18 02:23:38.006,9479,7,34.817,,12,94781,,201
88319133,2017-06-16 12:05:00,2018-12-19 00:21:19.697,1076,255,1249.989,248,10,10758,400,2343
86521656,2018-01-04 20:46:36,2020-04-12 17:30:10.179,6294,12,34.042,,35,63092,,59616
10492748,2017-12-31 14:25:48,2018-01-07 00:20:07.74,6198,42,139.036,2,14,62059,,1
74072206,2017-02-26 23:15:00,2017-03-07 19:22:33.285,15710,19,64.344,,6,157669,,946
62990470,,2017-11-04 01:53:26.464,6552,2,5.757,,22,65061,,13
23730887,2018-07-22 21:45:22,2019-08-22 16:31:39.991,1854,3,12.676,,25,18400,,15663
109488944,2020-02-20 09:11:23,2020-02-20 09:38:48.63,4689,7,17.503,,3,46884,,543
72987204,,2017-01-01 01:03:13.84,4667,25,99.598,10,90,46786,,42
46454390,2017-12-29 15:34:27,2018-07-17 16:14:33.751,11348,28,133.899,6,97,97143,,67903
18210146,,2017-08-24 10:55:18.014,2187,53,144.523,16,52,21879,,84
46339017,2017-02-28 22:07:00,2017-08-27 11:58:37.018,1448,9,69.427,3,37,14825,,1176
16336916,2017-01-29 13:10:00,2020-02-04 03:57:31.823,3114,2,5.498,1,49,31185,,23030
41175014,2018-07-30 13:16:20,2019-06-28 01:16:49.519,5189,2,7.055,2,60,51565,,34645
69568063,2017-08-26 18:43:00,2018-10-30 01:59:41.385,3131,76,338.255,17,64,31244,,24544
101264617,2020-02-10 16:26:24,2020-02-11 18:23:19.542,6798,13,57.756,10,24,65781,,32570
83691881,2017-11-09 03:36:00,2017-12-02 00:47:20.464,4732,141,620.730,62,22,47248,,17807
74584484,2018-05-18 10:44:30,2018-05-20 18:08:49.097,7240,12,58.227,,73,72361,,31883
46510475,2019-05-22 20:27:07,2019-07-09 07:25:09.86,11406,72,219.933,33,19,83410,,29029
92661239,2017-11-15 08:02:40,2018-02-13 18:42:16.855,3602,91,319.171,43,60,36412,,2837
75289812,2017-05-22 22:17:00,2018-06-25 22:45:38.236,1015,5,24.747,,,10148,,9
129020355,2020-12-26 13:50:40,2020-12-26 13:53:26.542,591,35,203.532,4,39,5847,,27
18860804,2018-11-04 19:50:05,2020-04-05 19:52:32.883,593,17,64.246,,8,5931,,5
72275727,2017-04-28 12:15:00,2017-07-27 17:57:09.228,8914,10,36.122,,61,88918,,458
84635135,2017-01-23 11:59:00,2017-01-23 13:51:04.847,6914,6,35.642,6,58,68918,100,3875
39690995,2018-09-04 17:32:37,2019-04-19 00:06:43.601,4624,15,59.359,11,28,46332,,1402
139853119,2020-04-15 11:34:36,2020-04-18 14:59:59.653,1356,6,22.338,2,71,13468,,269
46989656,2017-11-22 00:46:00,2018-03-26 19:38:29.355,5536,21,128.155,21,3,54603,,300
122109190,2020-10-08 18:21:18,2020-10-08 18:23:28.269,8522,8,24.431,,13,85222,,129
43484339,2019-05-31 07:17:33,2019-06-03 15:46:15.049,1526,201,1476.322,44,158,15261,290,2475
11656725,2018-12-17 18:31:15,2020-04-10 22:39:36.732,475,46,134.006,13,53,4750,25,361
78281206,2017-03-30 01:24:00,2017-03-30 06:02:13.348,1634,65,317.270,65,1,16134,238,1899
65285575,2017-04-02 16:20:00,2017-07-07 11:10:53.078,1998,37,115.191,14,51,19980,,6826
116592350,2020-10-20 21:08:04,2020-11-07 14:29:27.402,12808,38,182.756,12,26,127939,100,503
28004475,2018-11-20 01:35:16,2020-03-12 00:47:50.896,9154,47,207.722,24,67,99796,,70811
62534622,2017-02-18 15:16:00,2017-02-21 14:41:45.632,7120,67,663.606,65,14,71034,360,486
45951312,2017-11-26 21:25:49,2018-04-07 18:05:40.972,2518,90,530.188,22,106,25175,90,5086
92662411,2017-04-24 22:26:00,2018-08-04 09:19:41.821,7020,1,3.099,1,99,70092,,46684
77811306,2018-04-02 16:19:53,2018-04-04 14:13:44.194,8860,2,5.099,,10,97372,,73127
84372103,2017-03-23 13:08:00,2017-05-24 18:45:31.909,11680,5,48.539,2,14,108220,,52164
36659195,2017-04-09 11:16:00,2020-02-11 11:43:55.268,2194,82,285.242,22,2,21937,,57
57967148,2019-03-04 22:29:46,2019-09-02 10:57:00.843,1284,14,57.318,1,17,12852,,332
27822526,,2018-10-31 14:37:52.877,951,60,213.654,2,7,9501,,5
25871102,2019-01-14 08:38:42,2019-01-21 13:53:54.69,10146,39,138.919,39,52,101469,,53666
86344863,2017-11-29 00:23:44,2018-01-15 23:07:39.9,3297,3,7.929,,32,33137,,15514
78047131,2017-03-12 16:57:00,2017-04-15 02:03:38.773,14608,44,133.147,33,53,146082,60,101034
41443585,2017-05-06 22:38:00,2017-05-07 23:58:23.633,7369,180,1062.497,137,55,76596,2208,16949
30120961,2017-03-27 10:38:00,2017-09-16 09:31:35.973,2724,106,814.337,3,3,27246,,71
95518425,2017-02-21 19:54:00,2017-06-10 22:58:35.574,10646,14,38.613,13,64,106245,,94125
77030211,2017-03-13 18:26:00,2017-04-11 11:32:27.094,15188,2,11.436,,13,151878,,1706
107286440,2020-02-11 00:20:09,2020-02-14 09:28:57.813,6164,31,110.147,11,82,61648,,23908
129091999,2020-09-02 11:26:44,2020-09-02 12:11:49.176,6662,20,103.920,7,48,66645,,55711
35406873,2017-11-15 18:03:05,2017-11-20 15:53:12.703,8920,52,180.505,12,56,91117,,29147
96254679,,2020-03-21 13:20:28.2,1556,37,129.564,,35,15565,,7682
40342473,2017-06-25 00:05:00,2017-07-09 01:32:54.935,3797,1,5.460,,11,37930,,52
26319941,2017-11-28 06:59:00,2018-06-12 18:24:40.429,7460,1,7.033,,6,74600,,52
119427350,2020-03-12 17:37:50,2020-03-14 09:32:42.423,6638,4,12.504,,11,66390,,390
136876841,2020-08-26 21:30:42,2020-08-28 21:49:56.766,4811,2,10.138,,102,48115,,30
75226730,2016-11-26 03:30:00,2017-06-24 21:34:37.708,9862,44,305.726,1,33,98259,,
148576258,2021-01-08 16:07:01,2021-01-08 16:15:09.179,1976,45,240.294,32,50,19742,,10286
71321311,2017-06-15 09:37:00,2017-06-15 18:14:56.951,12916,4,15.469,,43,127058,,50456
45408595,2018-04-06 16:37:42,2018-04-07 14:49:40.304,4856,4,9.984,,30,48007,,1585
80691421,2017-01-24 11:58:00,2017-11-01 19:03:39.452,7200,46,129.973,40,16,71195,,55039
118301135,2020-05-19 03:30:36,2020-12-25 07:31:42.441,15448,3,7.360,3,75,146202,,130282
121207053,2020-08-20 17:30:58,2020-08-21 01:08:57.1,4249,7,18.266,,52,42484,,151
10124515,2018-03-30 12:20:44,2020-07-29 13:58:47.79,6546,5,19.402,,37,65500,,46848
59279883,2017-02-08 17:15:00,2017-05-19 19:43:53.642,7960,12,24.429,,13,76814,,53515
38564551,2018-01-28 12:14:12,2018-08-02 16:42:31.06,4128,1,3.710,,96,41141,,39296
45204803,2017-01-10 08:57:00,2017-01-27 11:36:34.352,11312,2,16.329,,17,109452,,17208
122884404,2020-03-09 18:27:35,2020-11-21 14:34:50.271,2071,249,2008.347,7,7,19990,2430,
126846890,2020-11-06 15:05:30,2020-11-06 15:08:52.132,907,31,137.304,16,5,9063,,1893
142451795,2020-04-30 10:18:25,2020-06-06 18:44:00.476,2163,50,207.779,10,29,21624,,21
82875282,2017-11-10 10:31:12,2020-02-07 09:33:30.876,8248,63,98.718,48,19,82814,,46670
42313204,2017-02-28 22:52:00,2017-06-26 18:55:46.576,6969,41,154.480,,50,69298,,53689
97488447,2018-08-15 12:36:51,2018-08-23 11:22:44.493,9035,68,240.921,4,34,90379,,34812
69822141,2018-12-31 21:27:43,2019-02-02 15:14:55.66,1159,12,34.928,,4,11591,,7
71685332,2018-11-12 02:29:37,2018-12-26 00:42:02.974,8794,102,352.460,,62,87574,42,68344
65239985,2018-03-05 01:32:46,2018-03-22 22:49:09.244,13365,16,101.298,13,77,127490,7,105889
102509895,2020-01-30 13:25:52,2020-02-02 13:31:22.814,1560,47,279.088,7,32,15643,,2
21433422,2016-12-06 19:13:00,2018-10-06 07:08:52.332,958,193,1097.296,,2,9584,1748,
12903012,2017-05-03 03:04:00,2017-06-23 19:08:15.45,854,59,205.318,28,10,8541,,3320
92381475,2017-01-21 20:57:00,2017-10-22 11:36:17.362,8632,105,380.411,68,83,86349,,38740
92277068,2017-11-30 13:38:00,2018-03-20 11:06:42.261,1713,3,9.291,,235,17128,,206
95785550,,2017-05-21 12:35:29.695,6246,16,38.964,3,137,62406,,49040
101861036,2020-02-09 06:48:53,2020-03-26 11:10:47.899,15589,14,56.041,14,46,155901,,46532
139719072,2020-11-27 22:41:08,2020-12-01 17:44:14.148,2521,1,2.475,,10,25205,,30
10075951,2017-11-27 23:40:00,2020-06-03 18:58:47.301,12970,14,36.648,2,123,111538,,108613
66707830,2018-02-03 00:17:37,2018-04-12 13:23:00.057,3462,32,109.611,4,40,34673,,1267
126383374,2020-12-06 16:13:00,2020-12-21 23:49:43.678,8536,99,316.211,89,46,117887,,71547
75830396,2018-07-04 13:15:08,2018-07-27 00:47:06.574,2091,325,1037.079,197,7,20991,60,7
15527420,2019-05-08 17:41:28,2019-08-05 17:59:51.462,9346,3,19.579,1,46,93580,,18796
27517927,2019-07-24 10:31:33,2019-09-05 05:12:20.798,3778,4,14.971,,77,37771,,15765
55315825,2017-01-25 19:47:00,2020-05-12 14:16:20.061,11276,37,126.168,4,81,110903,,28681
73053295,2017-01-31 16:53:00,2017-06-10 11:16:33.473,12932,3,14.017,3,81,122147,366,113933
45990929,2017-05-18 00:24:00,2017-05-20 04:30:24.322,14578,98,424.834,97,28,143962,,75324
147523835,2020-12-13 08:57:07,2020-12-13 14:22:27.339,7653,7,28.322,,19,76531,,1
144661400,2020-10-20 22:04:20,2020-10-26 23:14:00.437,1194,24,127.591,2,48,11948,70,11280
101577259,2020-02-05 02:39:04,2020-02-10 13:13:31.965,1107,22,83.315,,21,11071,,9110
89437772,2017-06-21 01:23:00,2017-09-21 22:23:21.597,5418,31,170.072,3,43,54175,,13346
86284904,2019-08-01 04:31:57,2019-08-07 21:01:48.663,2771,2,8.687,,4,27710,,
66588752,2017-03-04 10:54:00,2017-03-26 23:39:24.062,12144,240,1259.105,155,24,121521,42,26
92636736,2018-02-20 08:12:56,2018-05-01 17:30:33.975,6054,3,11.286,3,19,60528,,32877
57421904,2020-01-28 12:44:45,2020-02-06 01:03:30.776,11404,5,19.676,,19,114040,,89281
22436707,2018-06-22 15:03:54,2018-06-28 23:44:35.484,9818,89,152.555,89,10,98186,,36
147900044,2021-01-19 12:09:20,2021-01-19 16:09:44.398,2041,22,121.007,,15,20388,60,20178
137506269,2020-06-18 05:01:45,2020-06-18 05:16:11.782,3584,62,459.768,1,75,35011,117,16198
46733523,2018-05-18 02:38:47,2019-02-10 01:28:51.51,11102,17,59.577,13,6,111149,,2806
24521800,2017-04-25 21:22:00,2017-08-01 19:09:34.498,4134,20,52.417,17,7,41342,,
78539044,,2018-07-14 02:09:05.089,1696,4,17.935,,53,16959,,3501
79855468,2018-12-27 05:15:20,2018-12-28 06:15:49.236,6306,2,9.151,,19,63180,,61214
